deal_id,symbol,open_time,close_time,regime,layers,invested,pnl,return_pct,duration_h
1,ASTER/USDT,2026-02-18T18:54:50+00:00,2026-02-18T20:27:52+00:00,MILD_TREND,1,13.0,0.23,1.74,1.55
2,ASTER/USDT,2026-02-18T20:42:59+00:00,2026-02-19T14:59:22+00:00,MILD_TREND,2,39.0,0.01,0.02,18.27
3,ASTER/USDT,2026-02-19T14:59:31+00:00,2026-02-19T20:10:27+00:00,TRENDING,1,13.0,0.18,1.38,5.18
4,ASTER/USDT,2026-02-19T20:10:35+00:00,2026-02-19T22:12:08+00:00,ACCUMULATION,1,12.99,0.12,0.95,2.03
