timestamp,open,high,low,close,volume
1763573400000,882.64,882.64,882.64,882.64,0.0
1763573700000,878.92,878.92,878.52,878.52,7.845
1763574000000,881.51,885.72,881.51,883.83,4.498
1763574300000,883.31,883.31,880.85,880.85,2.561
1763574600000,883.65,883.65,883.65,883.65,0.006
1763574900000,882.27,882.27,882.01,882.01,2.375
1763575200000,882.01,882.01,882.01,882.01,0.0
1763575500000,881.83,881.83,881.83,881.83,1.748
1763575800000,883.7,883.7,883.7,883.7,0.079
1763576100000,880.0,880.0,878.67,878.67,1.491
1763576400000,878.67,878.67,878.67,878.67,0.0
1763576700000,873.62,875.16,872.76,873.77,0.914
1763577000000,874.26,874.57,874.26,874.57,0.441
1763577300000,875.19,875.19,875.19,875.19,0.009
1763577600000,875.19,875.19,875.19,875.19,0.0
1763577900000,875.19,875.19,875.19,875.19,0.0
1763578200000,875.01,875.01,875.01,875.01,0.059
1763578500000,875.01,875.01,875.01,875.01,0.0
1763578800000,876.35,876.53,876.35,876.53,3.977
1763579100000,878.63,879.97,878.63,879.97,3.201
1763579400000,875.81,875.81,875.81,875.81,0.025
1763579700000,877.24,877.24,876.01,876.27,1.827
1763580000000,877.23,877.23,876.53,876.53,4.737
1763580300000,876.53,876.53,876.53,876.53,0.0
1763580600000,876.53,876.53,876.53,876.53,0.0
1763580900000,876.53,876.53,876.53,876.53,0.0
1763581200000,876.53,876.53,876.53,876.53,0.0
1763581500000,876.53,876.53,876.53,876.53,0.0
1763581800000,876.53,876.53,876.53,876.53,0.0
1763582100000,876.53,876.53,876.53,876.53,0.0
1763582400000,876.53,876.53,876.53,876.53,0.0
1763582700000,876.53,876.53,876.53,876.53,0.0
1763583000000,879.33,880.72,879.33,880.72,2.083
1763583300000,879.34,879.34,879.34,879.34,0.041
1763583600000,879.34,879.34,879.34,879.34,0.0
1763583900000,879.34,879.34,879.34,879.34,0.0
1763584200000,883.56,883.56,883.56,883.56,0.452
1763584500000,884.43,884.43,884.43,884.43,0.075
1763584800000,884.43,884.43,884.43,884.43,0.0
1763585100000,883.02,884.44,882.71,884.44,0.703
1763585400000,884.44,884.44,884.44,884.44,0.0
1763585700000,887.04,887.04,887.04,887.04,2.017
1763586000000,887.37,887.37,886.23,886.23,0.696
1763586300000,886.23,886.23,886.23,886.23,0.0
1763586600000,886.23,886.23,886.23,886.23,0.0
1763586900000,886.23,886.23,886.23,886.23,0.0
1763587200000,896.27,898.77,896.27,898.69,12.0
1763587500000,898.52,898.8,894.75,894.75,5.097
1763587800000,894.75,894.75,894.75,894.75,0.0
1763588100000,898.23,898.23,898.23,898.23,0.257
1763588400000,898.23,898.23,898.23,898.23,0.0
1763588700000,898.23,898.23,898.23,898.23,0.0
1763589000000,898.23,898.23,898.23,898.23,0.0
1763589300000,898.23,898.23,898.23,898.23,0.0
1763589600000,894.65,894.65,894.65,894.65,1.989
1763589900000,894.43,894.43,894.43,894.43,2.016
1763590200000,894.11,894.11,892.73,892.73,6.023
1763590500000,891.61,891.61,891.61,891.61,1.837
1763590800000,890.21,890.21,889.88,889.92,4.083
1763591100000,891.14,896.12,891.14,896.12,10.665
1763591400000,896.12,896.12,896.12,896.12,0.0
1763591700000,893.54,893.54,893.54,893.54,0.005
1763592000000,893.54,893.54,893.54,893.54,0.0
1763592300000,893.54,893.54,893.54,893.54,0.0
