timestamp,open,high,low,close,volume
1769833500000,2699.5,2699.5,2699.5,2699.5,0.0107
1769833800000,2700.0,2700.4,2699.6,2700.1,1.2134
1769834100000,2697.6,2698.7,2697.6,2697.8,5.3691
1769834400000,2697.7,2698.1,2697.7,2697.9,4.9812
1769834700000,2694.3,2694.3,2692.5,2692.5,0.3334
1769835000000,2692.5,2692.5,2691.3,2691.3,0.235
1769835300000,2691.9,2692.0,2690.6,2692.0,0.1895
1769835600000,2692.0,2692.2,2687.1,2690.5,8.6226
1769835900000,2690.7,2690.7,2688.6,2690.0,1.6745
1769836200000,2690.5,2692.9,2690.4,2692.8,1.4968
1769836500000,2692.9,2693.9,2691.3,2693.4,1.4424
1769836800000,2693.3,2698.1,2688.6,2696.7,1.5527
1769837100000,2695.9,2695.9,2695.9,2695.9,0.1864
1769837400000,2697.4,2697.4,2697.4,2697.4,0.0371
1769837700000,2696.3,2696.4,2696.3,2696.4,0.1316
1769838000000,2697.8,2697.8,2697.8,2697.8,0.0741
1769838300000,2697.8,2697.8,2697.8,2697.8,0.0
1769838600000,2695.0,2695.0,2694.7,2694.8,0.3029
1769838900000,2695.3,2695.3,2693.3,2693.4,1.4252
1769839200000,2694.4,2696.2,2694.4,2694.8,0.1749
1769839500000,2690.7,2692.5,2690.7,2692.5,5.2809
1769839800000,2693.4,2694.5,2692.8,2694.5,0.0754
1769840100000,2695.2,2695.2,2694.3,2694.3,0.3826
1769840400000,2694.6,2695.2,2693.4,2694.9,5.3455
1769840700000,2694.4,2694.4,2681.5,2683.4,5.4509
1769841000000,2683.9,2687.9,2683.9,2686.6,1.4468
1769841300000,2686.8,2687.9,2684.8,2684.8,55.7152
1769841600000,2683.4,2686.5,2683.4,2686.5,1.0876
1769841900000,2687.7,2688.9,2687.3,2688.9,0.4344
1769842200000,2688.9,2689.8,2688.9,2689.3,0.0566
1769842500000,2689.3,2689.3,2689.3,2689.3,0.0
1769842800000,2688.8,2688.8,2687.4,2687.4,0.218
1769843100000,2689.5,2689.5,2686.7,2687.8,18.2341
1769843400000,2688.2,2688.6,2688.2,2688.6,1.5271
1769843700000,2689.4,2689.4,2688.5,2688.5,0.9399
1769844000000,2688.5,2688.5,2688.5,2688.5,0.0
1769844300000,2687.8,2689.5,2686.6,2686.6,0.4624
1769844600000,2685.0,2685.4,2676.5,2678.0,3.8774
1769844900000,2679.3,2679.4,2664.9,2667.8,26.6349
1769845200000,2668.2,2671.9,2666.7,2671.8,0.1835
1769845500000,2672.4,2674.5,2672.4,2674.2,2.4034
1769845800000,2675.4,2675.6,2673.4,2675.3,18.5837
1769846100000,2676.3,2676.4,2676.3,2676.4,0.0131
1769846400000,2676.9,2676.9,2676.9,2676.9,0.0041
1769846700000,2678.8,2678.8,2670.8,2671.7,90.857
1769847000000,2664.6,2668.2,2664.1,2668.2,8.3019
1769847300000,2662.5,2665.9,2651.8,2665.8,15.5301
1769847600000,2667.2,2668.1,2665.7,2666.8,7.8947
1769847900000,2666.6,2666.6,2658.7,2661.4,5.7306
1769848200000,2659.3,2659.6,2647.0,2648.1,30.8678
1769848500000,2647.5,2647.5,2627.3,2637.5,24.9844
1769848800000,2630.0,2631.7,2605.0,2628.6,164.2049
1769849100000,2629.3,2630.5,2621.8,2627.1,50.8679
1769849400000,2628.3,2644.8,2628.3,2641.4,50.9319
1769849700000,2642.9,2644.2,2640.7,2641.6,34.7786
1769850000000,2642.7,2646.9,2640.8,2646.4,13.892
1769850300000,2646.2,2646.2,2640.6,2641.7,6.8012
1769850600000,2642.9,2645.6,2642.9,2643.3,1.4273
1769850900000,2640.3,2642.2,2637.9,2641.5,19.7266
1769851200000,2638.8,2638.8,2632.5,2633.2,3.1757
1769851500000,2631.7,2634.4,2631.7,2634.4,0.58
1769851800000,2639.0,2655.4,2639.0,2652.9,5.1629
1769852100000,2651.6,2651.6,2646.1,2647.4,31.9728
1769852400000,2647.2,2649.8,2647.0,2647.0,6.6898
1769852700000,2645.9,2646.5,2643.0,2644.6,3.5633
1769853000000,2643.2,2647.8,2643.2,2647.8,1.7757
1769853300000,2647.9,2649.3,2644.4,2644.4,3.6492
1769853600000,2647.7,2647.7,2646.4,2646.4,0.5024
1769853900000,2640.7,2642.6,2634.2,2634.4,0.5677
1769854200000,2635.0,2641.0,2635.0,2641.0,2.679
1769854500000,2640.8,2640.8,2639.0,2639.0,0.1571
1769854800000,2642.1,2644.2,2639.6,2639.6,1.1738
1769855100000,2640.5,2644.8,2640.5,2643.7,39.3604
1769855400000,2644.6,2649.7,2644.6,2649.7,1.0887
1769855700000,2649.7,2649.7,2649.7,2649.7,0.0
1769856000000,2648.2,2651.9,2648.2,2651.9,43.897
1769856300000,2651.2,2652.2,2648.9,2648.9,7.7543
