timestamp,open,high,low,close,volume
1763573100000,89470.5,89549.21,89387.38,89517.48,0.40114
1763573400000,89497.79,89500.0,89100.0,89162.17,1.112
1763573700000,89189.25,89189.25,88896.18,89098.56,1.28656
1763574000000,89046.94,89500.0,88780.0,89308.64,5.08371
1763574300000,89308.64,89365.81,89084.71,89176.75,0.89919
1763574600000,89170.09,89407.78,89099.7,89201.26,0.72337
1763574900000,89191.92,89551.87,89191.92,89492.04,0.50554
1763575200000,89475.36,89637.41,89387.93,89564.33,0.54593
1763575500000,89524.95,89615.35,89298.14,89443.21,0.76226
1763575800000,89435.17,89726.02,89330.14,89644.88,0.53992
1763576100000,89653.29,89692.35,89182.16,89205.93,0.6323
1763576400000,89207.73,89389.22,89054.12,89137.03,0.58285
1763576700000,89148.37,89179.1,88875.54,89075.0,0.99472
1763577000000,89060.87,89090.0,88891.88,89055.51,3.61879
1763577300000,89047.75,89230.78,89002.39,89090.02,0.66145
1763577600000,89069.35,89094.68,88862.23,88889.14,0.12253
1763577900000,88912.2,88953.13,88799.04,88948.34,0.35596
1763578200000,88888.29,89182.04,88888.29,89092.27,4.44871
1763578500000,89049.36,89301.66,89049.36,89254.35,0.32698
1763578800000,89242.0,89313.72,89101.32,89253.78,0.75099
1763579100000,89252.97,89388.12,89049.47,89377.53,0.44592
1763579400000,89344.31,89367.89,89005.18,89135.47,0.17317
1763579700000,89144.15,89216.11,88972.59,89124.81,0.74538
1763580000000,89138.64,89138.64,88934.07,89001.01,2.04791
1763580300000,88998.45,89009.0,88843.65,88944.99,0.38513
1763580600000,88935.97,89008.86,88839.9,88877.28,0.08861
1763580900000,88886.38,88959.01,88703.18,88716.37,0.68602
1763581200000,88713.54,88885.7,88665.5,88735.01,0.46879
1763581500000,88760.07,88814.46,88650.24,88813.03,0.48823
1763581800000,88820.56,89069.31,88795.12,89029.28,1.33552
1763582100000,89049.01,89091.64,88829.15,88866.15,0.62215
1763582400000,88853.76,88913.19,88679.0,88679.0,0.22656
1763582700000,88676.07,88720.0,88600.0,88640.27,2.65771
1763583000000,88652.83,88734.32,88600.66,88696.39,0.32836
1763583300000,88740.0,89046.47,88740.0,89004.39,1.31865
1763583600000,88981.2,89210.77,88981.2,89176.46,0.62536
