timestamp,open,high,low,close,volume
1763573400000,2930.95,2932.59,2913.15,2916.49,11.5031
1763573700000,2917.19,2917.19,2899.52,2911.41,56.8384
1763574000000,2909.93,2936.48,2906.86,2927.6,47.7462
1763574300000,2926.34,2928.06,2906.67,2919.63,43.7579
1763574600000,2917.32,2928.2,2913.24,2913.24,30.9491
1763574900000,2914.96,2925.64,2910.1,2923.39,22.5052
1763575200000,2923.1,2923.1,2907.91,2912.62,23.947
1763575500000,2911.84,2918.02,2902.44,2910.62,31.6679
1763575800000,2910.07,2927.84,2906.53,2922.36,34.5764
1763576100000,2924.97,2924.97,2892.73,2894.13,44.573
1763576400000,2895.62,2901.84,2884.01,2887.18,71.8146
1763576700000,2885.61,2890.65,2881.09,2889.62,35.7025
1763577000000,2887.19,2897.42,2883.89,2897.42,25.5916
1763577300000,2897.44,2899.39,2887.56,2891.02,13.4553
1763577600000,2890.57,2890.57,2881.48,2882.66,5.2639
1763577900000,2882.65,2890.88,2880.67,2890.88,7.8633
1763578200000,2888.82,2898.96,2884.57,2890.0,12.6923
1763578500000,2888.12,2901.49,2888.12,2898.55,34.6107
1763578800000,2899.37,2901.13,2890.5,2897.12,37.6896
1763579100000,2895.55,2906.23,2890.41,2900.92,25.2374
1763579400000,2902.23,2902.23,2884.23,2890.33,6.2656
1763579700000,2890.95,2891.2,2880.0,2887.18,10.2994
1763580000000,2885.13,2886.32,2875.14,2880.19,29.7713
1763580300000,2878.18,2881.82,2875.12,2881.82,14.3394
1763580600000,2880.55,2884.4,2878.22,2881.45,8.175
1763580900000,2879.27,2882.78,2873.7,2874.24,5.7458
1763581200000,2873.92,2883.59,2873.91,2876.83,12.1948
1763581500000,2875.3,2880.1,2873.34,2879.21,15.4297
1763581800000,2880.65,2891.88,2878.7,2887.02,8.3049
1763582100000,2890.36,2891.34,2878.09,2882.76,13.4567
1763582400000,2882.89,2886.86,2876.11,2876.75,17.3033
1763582700000,2876.98,2879.31,2874.59,2876.88,3.5
1763583000000,2875.86,2887.28,2874.52,2884.04,4.0787
1763583300000,2887.64,2897.91,2881.52,2894.75,5.6885
1763583600000,2895.73,2908.48,2895.21,2908.48,21.1668
1763583900000,2909.08,2919.97,2907.22,2918.56,20.9657
1763584200000,2917.77,2921.97,2907.4,2920.18,19.3954
1763584500000,2921.55,2931.56,2918.03,2921.0,17.2119
1763584800000,2921.0,2922.03,2908.06,2914.09,10.3049
1763585100000,2912.18,2923.5,2906.9,2918.43,18.2704
1763585400000,2919.65,2937.62,2919.65,2937.19,29.2105
1763585700000,2937.58,2955.81,2937.58,2945.84,64.7789
1763586000000,2943.11,2952.6,2938.34,2949.45,14.8945
1763586300000,2951.01,2963.67,2949.0,2954.57,17.3413
1763586600000,2954.28,2954.28,2943.11,2947.56,14.6386
1763586900000,2949.36,2960.89,2947.23,2954.34,20.9204
1763587200000,2961.16,3001.66,2961.16,2992.79,272.4068
