timestamp,open,high,low,close,volume
1769842500000,30.472,30.639,30.452,30.592,7413.22
1769842800000,30.601,30.614,30.486,30.608,6798.09
1769843100000,30.614,30.7,30.506,30.522,8563.37
1769843400000,30.534,30.816,30.522,30.743,50084.08
1769843700000,30.756,30.763,30.6,30.644,6175.66
1769844000000,30.661,30.727,30.62,30.727,4360.21
1769844300000,30.719,30.823,30.7,30.755,3789.2
1769844600000,30.755,30.772,30.534,30.609,5392.18
1769844900000,30.608,30.7,30.474,30.5,5579.35
1769845200000,30.5,30.528,30.478,30.507,4909.75
1769845500000,30.503,30.516,30.42,30.436,4523.8
1769845800000,30.436,30.572,30.436,30.509,12204.75
1769846100000,30.507,30.693,30.45,30.614,12016.03
1769846400000,30.626,30.746,30.614,30.697,10203.85
1769846700000,30.694,30.769,30.581,30.596,22942.37
1769847000000,30.619,30.733,30.498,30.681,25883.78
1769847300000,30.68,30.841,30.496,30.801,37691.56
1769847600000,30.801,30.849,30.669,30.743,19300.13
1769847900000,30.729,30.9,30.717,30.857,19646.85
1769848200000,30.852,30.873,30.71,30.751,7718.39
1769848500000,30.751,30.759,30.538,30.654,12650.63
1769848800000,30.654,30.726,30.372,30.411,34818.32
1769849100000,30.412,30.5,30.31,30.365,17649.78
1769849400000,30.339,30.73,30.331,30.67,11559.1
1769849700000,30.661,30.717,30.571,30.629,8198.42
1769850000000,30.629,30.681,30.468,30.524,7773.64
1769850300000,30.515,30.579,30.058,30.06,14620.32
1769850600000,30.065,30.3,30.041,30.212,11499.88
1769850900000,30.177,30.287,30.156,30.202,4574.05
1769851200000,30.202,30.264,30.03,30.033,5738.96
1769851500000,30.033,30.231,30.033,30.212,6511.67
1769851800000,30.212,30.58,30.212,30.481,14170.84
1769852100000,30.494,30.534,30.394,30.494,7222.28
1769852400000,30.49,30.513,30.086,30.154,9865.32
1769852700000,30.148,30.166,30.0,30.043,16098.15
1769853000000,30.035,30.164,30.004,30.15,5113.47
1769853300000,30.14,30.191,30.056,30.067,5482.81
1769853600000,30.056,30.085,29.796,29.906,13033.6
1769853900000,29.895,29.961,29.876,29.94,9599.7
1769854200000,29.941,30.05,29.902,30.036,8009.73
1769854500000,30.035,30.129,30.02,30.093,10262.6
1769854800000,30.084,30.188,30.074,30.112,6333.05
1769855100000,30.105,30.218,30.105,30.158,11731.85
1769855400000,30.165,30.365,30.146,30.285,10787.42
1769855700000,30.268,30.307,30.245,30.295,3445.54
1769856000000,30.29,30.395,30.251,30.364,4162.39
1769856300000,30.341,30.393,30.293,30.333,4220.11
1769856600000,30.331,30.359,30.27,30.342,4265.06
1769856900000,30.334,30.376,30.244,30.263,4437.86
